code,title,department_code,active,compulsory,semester,category,start_year,finish_year,credits,branch,type,class_work_marks,mid_sem_marks,final_marks,total_marks,lecture_part,tutorial_part,practical_part
ELC2130,Digital Electronics,EL,TRUE,TRUE,4,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC2140,Electronic Circuits,EL,TRUE,TRUE,4,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC2210,Measurement and Instrumentation,EL,TRUE,TRUE,4,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC2310,Logic Circuits,EL,TRUE,TRUE,3,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC2410,Signals and Systems,EL,TRUE,TRUE,3,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC2420,Principles of Communication Engineering I,EL,TRUE,TRUE,4,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC2910,Electronics Lab- I,EL,TRUE,TRUE,3,DC,2017,NULL,2,LE,P,60,0,40,100,0,1,2
ELC2920,Electronics Lab II,EL,TRUE,TRUE,4,DC,2017,NULL,1.5,LE,P,60,0,40,100,0,0,3
ELC2930,Instrumentation Lab,EL,TRUE,TRUE,4,DC,2017,NULL,1.5,LE,P,60,0,40,100,0,0,3
ELC3110,Analog Electronics,EL,TRUE,TRUE,5,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3210,Control Systems,EL,TRUE,TRUE,5,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3310,Microprocessors & Microcontrollers,EL,TRUE,TRUE,5,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3410,Principles of Communication Engineering II,EL,TRUE,TRUE,5,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3420,Digital Communication,EL,TRUE,TRUE,6,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3430,Digital Signal Processing,EL,TRUE,TRUE,6,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3510,Microwaves and Antennas,EL,TRUE,TRUE,5,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3610,VLSI Design & Technology,EL,TRUE,TRUE,5,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3620,Digital System Design,EL,TRUE,TRUE,6,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC3910,Electronics Lab - III,EL,TRUE,TRUE,5,DC,2017,NULL,2,LE,P,60,0,40,100,0,1,2
ELC3920,Communication Lab - I,EL,TRUE,TRUE,5,DC,2017,NULL,2,LE,P,60,0,40,100,0,1,2
ELC3930,Embedded Systems Lab,EL,TRUE,TRUE,6,DC,2017,NULL,2,LE,P,60,0,40,100,0,1,2
ELC3940,Communication Lab - II,EL,TRUE,TRUE,6,DC,2017,NULL,2,LE,P,60,0,40,100,0,1,2
ELC3990,Mini Project,EL,TRUE,TRUE,6,DC,2017,NULL,2,LE,P,60,0,40,100,0,1,2
ELC4410,Communication Networks,EL,TRUE,TRUE,7,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC4810,Colloquium,EL,TRUE,TRUE,7,DC,2017,NULL,2,LE,P,100,0,0,100,0,2,0
ELC4910,VLSI and Signal Processing Lab,EL,TRUE,TRUE,7,DC,2017,NULL,2,LE,P,60,0,40,100,0,1,2
ELC4980,Project (Continued),EL,TRUE,TRUE,7,DC,2017,NULL,3,LE,T,60,0,40,100,0,1,4
ELC4990,Project,EL,TRUE,TRUE,8,DC,2017,NULL,4,LE,P,60,0,40,100,0,2,4
EN101,English,HU,FALSE,TRUE,0,HM,2001,2016,4,FY,T,15,25,60,100,3,1,0
EZ291,Communication Skills Lab,HU,FALSE,TRUE,4,HM,2011,2016,2,CE,P,60,0,40,100,0,1,2
EZH1110,English,HU,TRUE,TRUE,0,HM,2017,NULL,3,FY,T,15,25,60,100,2,1,0
EZH2910,Communication Skills Lab,HU,TRUE,TRUE,4,HM,2017,NULL,2,CE,P,60,0,40,100,0,1,2
HU202,Communication Skills,HU,FALSE,TRUE,4,HM,2001,2010,4,EE,T,15,25,60,100,3,1,0
HU203,Economics,HU,FALSE,FALSE,3,HM,2001,2010,4,ME,T,15,25,60,100,3,1,0
HU208,"Man, Society & Buildings",HU,FALSE,TRUE,3,HM,2001,2016,2,AR,T,15,25,60,100,3,1,0
HU210,Introduction to Psychology,HU,FALSE,FALSE,3,HM,2001,2010,4,ME,T,15,25,60,100,3,1,0
HU211,Philosophy & Technology,HU,FALSE,FALSE,3,HM,2001,2010,4,ME,T,15,25,60,100,3,1,0
HU212,Applied Psychology,HU,FALSE,FALSE,3,HM,2001,2010,4,ME,T,15,25,60,100,3,1,0
HU301,intellectual property rights,HU,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
HU302,Communication Skills,HU,FALSE,TRUE,6,HM,2001,2010,4,CE,T,15,25,60,100,3,1,0
ME101,Thermal Sciences,ME,FALSE,TRUE,0,ESA,2001,2016,4,FY,T,15,25,60,100,3,1,0
ME102,Engineering Graphics,ME,FALSE,TRUE,2,ESA,2001,2010,4,FY,T,15,25,60,100,3,1,0
ME103,Engineering Mechanics,ME,FALSE,TRUE,1,ESA,2001,2010,4,FY,T,15,25,60,100,3,1,0
ME111,Applied Mechanics,ME,FALSE,TRUE,0,ESA,2011,2016,4,FY,T,15,25,60,100,3,1,0
ME181F,Engg Graphics Seminar-I,ME,FALSE,FALSE,0,ESA,2005,2010,1,FY,P,60,NULL,40,100,0,1,2
ME182F,Engg Graphics Seminar-II,ME,FALSE,FALSE,0,ESA,2005,2010,1,FY,P,60,NULL,40,100,0,1,2
ME191,Manufacturing Processes Lab-I,ME,FALSE,TRUE,1,ESA,2001,2010,1.5,FY,P,60,NULL,40,100,0,1,2
ME192,Manufacturing Processes Lab-II,ME,FALSE,TRUE,2,ESA,2001,2010,1.5,FY,P,60,NULL,40,100,0,1,2
ME193,Engineering Graphics Lab,ME,FALSE,TRUE,0,ESA,2011,2016,2,FY,P,60,0,40,100,0,1,2
ME194,Manufacturing Process Lab,ME,FALSE,TRUE,0,ESA,2011,2016,2,FY,P,60,0,40,100,0,1,2
ME201,Manufacturing Process,ME,FALSE,TRUE,3,DC,2001,2010,5,ME,T,15,25,60,100,3,1,0
ME202,Materials Science,ME,FALSE,TRUE,4,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME210,Mechanics of Solids,ME,FALSE,TRUE,4,ESA,2001,2010,4,KE,T,15,25,60,100,3,1,0
ME211,Machine Drawing & Comp. Graph.,ME,FALSE,TRUE,4,DC,2001,13,4,ME,T,15,25,40,100,1,3,0
ME212,Machine Design I,ME,FALSE,TRUE,4,DC,2001,2010,5,ME,T,15,25,60,100,3,1,0
ME213,Mechanics of Solids,ME,FALSE,TRUE,3,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME214,Manufacturing Technology I,ME,FALSE,TRUE,3,DC,2011,2016,4,ME,T,15,25,60,100,3,1,0
ME215,Kinematics and Design of Machines,ME,FALSE,TRUE,4,DC,2011,2016,4,ME,T,15,25,60,100,3,1,0
ME220,Experimental Methods & Analysis,ME,FALSE,TRUE,3,ESA,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME221,Applied Thermodynamics,ME,FALSE,TRUE,3,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME231,Fluids Mechanics I,ME,FALSE,TRUE,3,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME240,Economics & Management,ME,FALSE,TRUE,4,HM,2001,2010,4,CE,T,15,25,60,100,3,1,0
ME281F,Mechanical Engg. Seminar,ME,FALSE,FALSE,3,DC,2001,2010,1,ME,P,60,NULL,40,100,0,1,0
ME282F,Mechanical Engg. Seminar II,ME,FALSE,FALSE,4,DC,2001,2010,1,ME,P,60,NULL,40,100,0,1,2
ME290,Machine Drawing & Comp. Graph.,ME,FALSE,TRUE,3,ESA,2001,2010,1.5,KE,P,60,NULL,40,100,0,1,2
ME291,Manufacturing Processes Lab III,ME,FALSE,TRUE,3,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME292,Thermodynamics Lab,ME,FALSE,TRUE,3,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME293,Fluids Mechanics Lab,ME,FALSE,TRUE,4,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME294,Machine Drawing and Comp. Graphics,ME,FALSE,TRUE,3,ESA,2011,2016,2,KE,P,60,0,40,100,0,1,2
ME295,Manufacturing Technology Lab I,ME,FALSE,TRUE,3,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME296,Thermodynamics Lab,ME,FALSE,TRUE,3,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME297,Fluids Mechanics Lab,ME,FALSE,TRUE,4,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME298,Machine Drawing,ME,FALSE,TRUE,4,DC,2014,2016,2,ME,P,60,0,40,100,0,1,2
ME303,Manufacturing Sciences,ME,FALSE,TRUE,6,DC,2001,2010,5,ME,T,15,25,60,100,3,1,0
ME314,Kinematics of Machines,ME,FALSE,TRUE,5,DC,2001,2010,5,ME,T,15,25,60,100,3,1,0
ME315,Machinery Dynamics,ME,FALSE,TRUE,6,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME316,Machine Design II,ME,FALSE,TRUE,5,DC,2001,2010,4,ME,T,15,25,60,100,3,1,0
ME317,Machine Design,ME,FALSE,TRUE,5,DC,2011,2016,4,ME,T,15,25,60,100,3,1,0
ME322,Energy Conversion System,ME,FALSE,TRUE,6,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME323,Heat & Mass Transfer,ME,FALSE,TRUE,5,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME324,I.C. Engines,ME,FALSE,TRUE,6,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME325,Manufacturing Technology II,ME,FALSE,TRUE,6,DC,2011,2016,4,ME,T,15,25,60,100,3,1,0
ME332,Fluid Mechanics II,ME,FALSE,TRUE,5,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME340,Economics & Management,ME,FALSE,TRUE,5,HM,2001,2010,4,CE,T,15,25,60,100,3,1,0
ME341,Industrial Engineering,ME,FALSE,TRUE,5,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME389,Collquium,ME,FALSE,TRUE,6,DC,2011,2016,2,ME,P,60,0,40,100,0,2,0
ME391,Manufacturing Technology Lab II,ME,FALSE,TRUE,6,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME392,Heat & Mass Transfer Lab,ME,FALSE,TRUE,5,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME393,Kinematics & Stress Analysis Lab,ME,FALSE,TRUE,5,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME394,Heat & Mass Transfer Lab,ME,FALSE,TRUE,5,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME395,Kinematics & Stress Analysis Lab,ME,FALSE,TRUE,5,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME396,Energy Conversion Systems Lab,ME,FALSE,TRUE,6,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME397,Manufacturing Science Lab,ME,FALSE,TRUE,6,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME398,Machine Design Practice,ME,FALSE,TRUE,5,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME404,Manufacturing Engineering,ME,FALSE,TRUE,7,DC,2001,2010,4,ME,T,15,25,60,100,3,1,0
ME405,Non Traditional Machining,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME406,Powder Metallurgy,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME407,"Proc. of Plastics,Polymer & Ceram.",ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME410,Industrial Tribology,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME411,Mechanical Vibrations,ME,FALSE,TRUE,7,DC,2011,2016,4,ME,T,15,25,60,100,3,1,0
ME412,Dynamics & Control,ME,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
ME417,Mechanical Vibrations,ME,FALSE,TRUE,8,DC,2001,2010,5,ME,T,15,25,60,100,3,1,0
ME418,Adv. Mechanics of Solids,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME419,Fracture Mechanics,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME420,Fuel & Combustion Engg.,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME425,Air Pollution Technology,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME426,Automotive Engineering,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME427,Computational Aerodynamics,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME428,Power Plant Engineering,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME429,Refrigeration & Cryogenics,ME,FALSE,FALSE,8,DE,2001,13,4,ME,T,15,25,60,100,3,1,0
ME429N,Refrigeration & Air Conditioning,ME,FALSE,FALSE,6,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME430,Fluid Mechanics & Fluid Machinery,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME433,Fluid Machinery,ME,FALSE,TRUE,7,DC,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME434,Microprocessor Appl. in Mech. Eng.,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME435,Finite Element Methods,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME436,Computational Fluid Dynamics,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME437,Pumps Blowers & Compressor,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME438,Gas Dynamics,ME,FALSE,FALSE,6,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME439,Turbulence,ME,FALSE,FALSE,6,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME441,Entrepreneurship,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME442,Total Quality Management,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME443,Manufacturing System Engg.,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME444,Noise Engineering,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME445,Operational Research,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME446,Ergonomics,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME447,Facilities Planning & Plant Engg.,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME448,Maintenance Engg. Management,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME449,Artif. Intelligence in Manufacturing,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME451,Computer Aided Design,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME452,Robotics,ME,FALSE,FALSE,8,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME453,Numer. Control of Machine Tools,ME,FALSE,FALSE,6,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME454,Six Sigma Quality Engg.,ME,FALSE,FALSE,7,DE,2011,2016,4,ME,T,15,25,60,100,3,1,0
ME455,Applied Computational Fluid Dynamics,ME,FALSE,FALSE,6,DE,2012,2016,4,ME,T,15,25,60,100,3,1,0
ME461,"Heating, Vent. & Air Cond.(HVAC)",ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME462,Non Conventional Energy,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME463,Propulsion Technology,ME,FALSE,FALSE,7,DE,2001,2016,4,ME,T,15,25,60,100,3,1,0
ME464,Introduction to Cognitive Science,ME,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
ME465,Introduction To Finite Element Method,ME,FALSE,FALSE,8,DE,2012,2016,4,ME,T,15,25,60,100,3,1,0
ME476,Introduction To Acoustics,ME,FALSE,FALSE,8,DE,2012,2016,4,ME,T,15,25,60,100,3,1,0
ME477,"Dynamics, Vibration and Control",ME,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
ME478,Introduction to Aerospace Structural Analysis,ME,FALSE,FALSE,6,DE,2012,2016,4,ME,T,15,25,60,100,3,1,0
ME479,Introduction to Composite Materials,ME,FALSE,FALSE,6,DE,2012,2016,4,ME,T,15,25,60,100,3,1,0
ME490,Project,ME,FALSE,TRUE,8,DC,2001,2010,9,ME,P,60,NULL,40,100,0,1,2
ME490A,Project,ME,FALSE,TRUE,7,DC,2001,2010,4,ME,P,60,NULL,40,100,0,1,2
ME490B,Project,ME,FALSE,TRUE,8,DC,2001,2010,5,ME,P,60,NULL,40,100,0,1,2
ME491A,Project Phase-I,ME,FALSE,TRUE,7,DC,2011,2016,3,ME,P,60,0,40,100,0,0,3
ME491B,Project Phase-II,ME,FALSE,TRUE,8,DC,2011,2016,3,ME,P,60,0,40,100,0,0,3
ME492,Vibrations Lab,ME,FALSE,TRUE,8,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME493,Fluid Machinery Lab,ME,FALSE,TRUE,7,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME494,Solid Modelling and Analysis,ME,FALSE,TRUE,8,DC,2014,2016,2,ME,P,60,0,40,100,3,1,0
ME496,Energy Conversion System Lab,ME,FALSE,TRUE,8,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME497,Manufacturing Technology Lab III,ME,FALSE,TRUE,7,DC,2011,2016,2,ME,P,60,0,40,100,0,1,2
ME498,Fluid Machinery Lab,ME,FALSE,TRUE,7,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
ME499,Vibrations Lab.,ME,FALSE,TRUE,8,DC,2001,2010,1.5,ME,P,60,NULL,40,100,0,1,2
MEA1110,Engineering Thermodynamics,ME,TRUE,TRUE,0,ESA,2017,NULL,4,FY,T,15,25,60,100,3,1,0
MEA1120,Engineering Mechanics,ME,TRUE,TRUE,0,ESA,2017,NULL,3,FY,T,15,25,60,100,2,1,0
MEA1910,Engineering Graphics Lab,ME,TRUE,TRUE,0,ESA,2017,NULL,2,FY,P,60,0,40,100,0,1,1
MEA1920,Manufacturing Process Lab,ME,TRUE,TRUE,0,ESA,2017,NULL,1.5,FY,P,60,0,40,100,0,0,3
MEA2420,Experimental Methods & Analysis,ME,TRUE,TRUE,3,ESA,2017,NULL,3,ME,T,15,25,60,100,2,1,0
MEA2940,Machine Drawing and Computer Graphics,ME,TRUE,TRUE,3,ESA,2017,NULL,2,PK,P,60,0,40,100,0,1,2
MEC2110,Mechanics of Solids,ME,TRUE,TRUE,3,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC2120,Kinematics of Machines,ME,TRUE,TRUE,3,DC,2017,NULL,3,ME,T,15,25,60,100,2,1,0
MEC2130,Machine Design I,ME,TRUE,TRUE,4,DC,2017,NULL,3,ME,T,15,25,60,100,2,1,0
MEC2210,Applied Thermodynamics,ME,TRUE,TRUE,4,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC2310,Fluid Mechanics-I,ME,TRUE,TRUE,3,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC2410,Manufacturing Technology-I,ME,TRUE,TRUE,3,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC2430,Material Science,ME,TRUE,TRUE,4,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC2440,Manufacturing Technology-II,ME,TRUE,TRUE,4,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC2910,Machine Drawing,ME,TRUE,TRUE,3,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC2920,Fluids Mechanics Lab,ME,TRUE,TRUE,3,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC2930,Manufacturing Technology Lab-I,ME,TRUE,TRUE,3,DC,2017,NULL,1.5,ME,P,60,0,40,100,0,0,3
MEC2940,Thermodynamics Lab,ME,TRUE,TRUE,4,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC3110,Machine Design II,ME,TRUE,TRUE,5,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC3120,Machinery Dynamics,ME,TRUE,TRUE,6,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC3210,Heat & Mass Transfer,ME,TRUE,TRUE,5,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC3220,I.C. Engines,ME,TRUE,TRUE,6,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC3230,Energy Conversion System,ME,TRUE,TRUE,6,DC,2017,NULL,3,ME,T,15,25,60,100,2,1,0
MEC3310,Fluid Mechanics II,ME,TRUE,TRUE,5,DC,2017,NULL,3,ME,T,15,25,60,100,2,1,0
MEC3320,Fluid Machinery,ME,TRUE,TRUE,6,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC3410,Industrial Engineering,ME,TRUE,TRUE,5,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC3910,Heat & Mass Transfer Lab,ME,TRUE,TRUE,5,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC3920,Machine Design Practice,ME,TRUE,TRUE,5,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC3930,Manufacturing Technology Lab-II,ME,TRUE,TRUE,6,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC3940,Solid Modelling & Analysis,ME,TRUE,TRUE,6,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC3950,Kinematics & Stress Analysis Lab,ME,TRUE,TRUE,6,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC3960,Fluid Mechanics & Machinery Lab,ME,TRUE,TRUE,6,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC4110,Mechanical Vibrations,ME,TRUE,TRUE,7,DC,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEC4810,Industrial/Academic Training,ME,TRUE,TRUE,7,DC,2017,NULL,0,ME,P,0,0,0,0,0,0,0
MEC4910,Project (Phase I),ME,TRUE,TRUE,7,DC,2017,NULL,3,ME,P,60,0,40,100,0,3,0
MEC4920,Project (Phase II),ME,TRUE,TRUE,8,DC,2017,NULL,3,ME,P,60,0,40,100,0,3,0
MEC4930,Manufacturing Technology Lab-III,ME,TRUE,TRUE,7,DC,2017,NULL,2,ME,P,60,0,40,100,0,0,3
MEC4940,Vibrations Lab.,ME,TRUE,TRUE,7,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEC4950,Energy Conversion Systems Lab,ME,TRUE,TRUE,7,DC,2017,NULL,2,ME,P,60,0,40,100,0,1,2
MEH2450,Engineering Economy & Management,ME,TRUE,TRUE,4,HM,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
MEH3400,Economics and Management,ME,TRUE,TRUE,5,HM,2017,NULL,4,PK,T,15,25,60,100,3,1,0
MEH3450,Engineering Economy & Management,ME,TRUE,TRUE,6,HM,2017,NULL,4,ME,T,15,25,60,100,3,1,0
MEH4810,Colloquium,ME,TRUE,TRUE,7,HM,2017,NULL,2,ME,P,60,0,40,100,0,2,0
PK211,Basic Principles of Chemical Engg.,PK,FALSE,TRUE,3,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK212N,Intro. To Petrochemical Tech.,PK,FALSE,TRUE,3,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK213N,Fluid Mechanics & Mechanic. Oper.,PK,FALSE,TRUE,3,DC,2004,2010,5,PK,T,15,25,60,100,3,1,0
PK214,Reaction Kinetics & Reactor Design,PK,FALSE,TRUE,3,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK221N,Chemical Engg. Thermodynamics,PK,FALSE,TRUE,4,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK222N,Crude Oil & Petroleum Products,PK,FALSE,TRUE,4,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK223N,Tech. of Intermediate Petrochem.,PK,FALSE,TRUE,4,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK224,Introduction To Petroleum Engg.,PK,FALSE,TRUE,4,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK231,Chemistry of Hydrocarbons,PK,FALSE,TRUE,3,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK232,Fluid Mechanis,PK,FALSE,TRUE,3,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK233,Fluid-Particle Operations,PK,FALSE,TRUE,3,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK241,Separation Proc. in Hydrocarb. Ind.,PK,FALSE,TRUE,4,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK242,Process Development and Equip. Design,PK,FALSE,TRUE,4,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK243A,Alternative Fuels and Energe Resources,PK,FALSE,FALSE,4,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK243B,Renewable Energy,PK,FALSE,FALSE,4,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK243C,Energy Resources & Environment Management,PK,FALSE,FALSE,4,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK243D,Synthetic Fuels,PK,FALSE,FALSE,4,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK291,Petroleum Testing Lab,PK,FALSE,TRUE,4,DC,2001,2010,1.5,PK,P,60,NULL,40,100,0,1,2
PK293,Petroleum Testing Lab.,PK,FALSE,TRUE,4,DC,2011,2016,2,PK,P,60,0,40,100,0,1,2
PK311N,Petroleum Refining Processes,PK,FALSE,TRUE,5,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK312N,Heat Transfer Operations,PK,FALSE,TRUE,5,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK313N,Mass Transfer Operations,PK,FALSE,TRUE,5,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK314,Polymer Science & Technology,PK,FALSE,TRUE,5,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK315N,Natural Gas Processing,PK,FALSE,TRUE,6,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK321N,Alternate Fuels & Energy Resources,PK,FALSE,TRUE,6,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK322N,Separation Proc. in HC Industries,PK,FALSE,TRUE,6,DC,2004,2010,3,PK,T,15,25,60,100,3,1,0
PK323,Transport Phenomena,PK,FALSE,TRUE,6,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK324N,Heterogeneous Reaction Engg.,PK,FALSE,TRUE,6,DC,2004,2010,3,PK,T,15,25,60,100,3,1,0
